,Date,Reviews,Ratings,Label
184,10-Aug-17,We recommend this dealership as far as the overall sales service  the staff was courteous and professional and met our needs in every way Elwira did a great job,5,
185,10-Aug-17,Tommy was great to work with. He showed us all of the vehicles features and worked with us on our financing options. Thanks a bunch Tommy!,5,
186,08-Aug-17,"Starting with Yasmin K., the staff at Capitol Hyundai did a great job to make my first car purchase from a dealership a successful and a good experience.",5,
187,08-Aug-17,It was very fast buying process. I am very happy with my new vehicle that I bought for work. It was also pleasure working with Elena on my purchase,5,
189,08-Aug-17,Dillon and Gus were great and meet all of my expectations. They took really good care of me unlike your service department. Thanks for all of the help.,5,
190,05-Aug-17,Capitol Hyundai is way better that other dealerships out there highly recommend going there. The whole experience was pleasant and fuzz and frills. Thanks you!,5,
192,04-Aug-17,I went to Capitol Hyundai to purchase my new hybrid and they were very quick and efficient. They are very friendly and informative. I worked with James Lee who kept me informed of any new vehicles they received while in my search of my new car. I was very happy with my experience and the way my car was presented to me. Washed and full tank!,5,
194,27-Jul-17,"Casey Wilson is the best! I have already bought two cars from him and would buy a third if I could. Fun, positive and highly knowledgeable. Worth the trip to Capitol Hyundai! Jason Marcucci in Finance was terrific, too! Relatively quick & painless transaction. Excellent overall experience!",5,
195,27-Jul-17,"For a long time, I have not visisted any dealership in this area and this is the 1st dealership I visited when looking for a car. I satisfied with everything I ran into at this dealership. Excellent customer service.",5,
196,26-Jul-17,"Hyundai cars are amazing and affordable , I go for sonata de hybrid nice car with lot of space inside , I'm a big fan of Hyundai",5,
198,25-Jul-17,Staff was professional and knowledgeable. Helped me get the best deal and met all my needs. However the negotiations took longer than I would have wanted.,5,
199,23-Jul-17,"Our Product Consultant Tommy Tran clearly understood what we wanted and that we were knowledgeable consumers ... Tommy aptly gave us the space and time to go through our purchase process ... We did NOT feel rushed into making a decision. Tommy made sure we took the time to examine the various models under consideration closely (i.e. he pulled various models from the back lot and suggested that we at least inspect the cars, even though it was late in the day. Overall Tommy seemed to understand what good Customer Service means! He is definitely a keeper!",5,
200,22-Jul-17,Good dealership   I will recommend you to go there. No haggling for pricing and very courteous. The test drive was very informative and not rushed.,5,
201,22-Jul-17,I had an awesome experience at Capitol Hyundai! Definitely asked for Casey when you get there. He will hook you up with the car you love!,5,
202,22-Jul-17,Thanks to James Lee. I had a great buying experience. I will definitely recommend my friends and family about your dealership. I am assuming your servicing team will be as good as your sales team.,5,
203,21-Jul-17,Everything went really well. We thought we had our minds made up for some other vehicles but thought we'd check out Hyundai as part of our research. We were surprised how much we liked the staff and the Sonata. We had pretty much made up our minds that first day we went there. Great car and people.,5,
204,21-Jul-17,The staff is good. Provide relevant information. Provided better options for finance. Would recommend to go for this dealer. Yasmin was excellent with service. Introduced with vehicle before making a decision.,5,
205,21-Jul-17,"Extremely pleased with the professionalism of Mr. Steven Yee and the staff at Capital Hyundai. In the past, I've always disliked having to deal with car salespersons and financing because there were too many issues that came up with this, that and the other. This was the first time to ever experience a purchase of a vehicle without any issues and/or concerns and with little to no effort on my part. Mr. Yee went above and beyond anything my husband and I have ever expected. We left completely satisfied with my new amazing Elantra. We plan on returning with our daughter in the next couple of months to see Mr. Yee.",5,
206,21-Jul-17,"James was great! Professional, quick and gave me a great deal. I will definitely recommend James and this dealership to friends and family. And I will definitely come back for service.",5,
207,21-Jul-17,"Excellent staff, great service . I will recommend to my friends and families. Great car to drive. Great design. It's very luxury and smooth when I drive. I love my car.",5,
208,20-Jul-17,"Buying my car from Dale Esters at Capitol Hyundai was the best experience I have ever had purchasing a new vehicle. From start to finish, Dale was patient, knowledgeable, courteous, and professional.  He answered all of my questions, and I never felt pressured or like I was being taken advantage of.  On the contrary, I felt very pleased with the deal I received on my new Hyundai Sonata plug-in hybrid. Jalil in finance was also exceptionally patient and professional. Anthony helped answer my questions as well. Every employee I met went out of their way to make me feel comfortable. Thank you, Capitol Hyundai, for an A+ experience.",5,
